Time,Signal,Status
0.04439976,0.0,MIN
0.06479976,0.7559609017930886,BP
0.09439976,0.1076198482244393,MIN
0.11319975,0.8319489482038491,MAX
0.12003975,0.0991572413261436,MIN
0.12567975,0.8440665486971762,MAX
0.13015975,0.1050340293379078,MIN
0.13451975,0.8536548833767869,MAX
0.13819975,0.1133994244500823,MIN
0.14143975,0.8644322846478639,MAX
0.14419975,0.1191821976719893,MIN
0.14703975,0.8701135092459112,MAX
0.14955975,0.1224081249559453,MIN
0.15187975,0.8723877632833562,MAX
0.15427975,0.1248074978882207,MIN
0.15651975,0.8734458315159446,MAX
0.15867975,0.1340885799426482,MIN
0.16071975,0.8727156432315947,MAX
0.16283975,0.1339317478162208,MIN
0.16487975,0.8675373051225962,MAX
0.16683975,0.1433504031679235,MIN
0.16903975,0.8717606947818042,MAX
0.17099975,0.1448351796589579,MIN
0.17315975,0.8698242343765815,MAX
0.17511975,0.1472712592232284,MIN
0.17747975,0.872173593898648,MAX
0.17963975,0.1533088358834487,MIN
0.18211975,0.8765397422575829,MAX
0.18459975,0.1552749896021187,MIN
0.18715975,0.8701801975445499,MAX
0.18987975,0.1626625440115486,MIN
0.19279975,0.8757886200150425,MAX
0.19591975,0.1648369580342044,MIN
0.19923975,0.8750036250535274,MAX
0.20263975,0.1715167773780215,MIN
0.20679975,0.8855874938690863,MAX
0.21111975,0.1664919287902259,MIN
0.21667975,0.9006497806010464,MAX
0.22415975,0.1759476208409633,MIN
0.24251975,0.7841522197629381,BP
0.26195975,0.1917455436705661,MIN
0.27403975,0.9264960215738852,MAX
0.28359975,0.2102481389918274,MIN
0.29355975,0.9247361413967043,MAX
0.30475975,0.2195923151072506,MIN
0.31531975,0.9272613342340308,MAX
0.32603975,0.222773248121892,MIN
0.33783975,0.9410897163636152,MAX
0.35731975,0.2301262846626422,MIN
0.36847975,0.9653062188143448,MAX
0.37503975,0.2321914894182447,MIN
0.38139975,0.9709871959178596,MAX
0.38703975,0.2307076643050357,MIN
0.39251975,0.9743072462899296,MAX
0.39939975,0.230023757246874,MIN
0.40759975,0.968288506821184,MAX
0.41647975,0.2279402822591829,MIN
0.42803975,0.9730070561112236,MAX
0.44227975,0.2242893902703687,MIN
0.46419975,0.9775124762900496,MAX
0.49019975,0.3625790863985109,BP
0.51535974,0.9391373664797033,MAX
0.53927974,0.1772704660494807,MIN
0.55535974,0.5752136611081436,BP
0.57107974,0.236470355497371,MIN
0.59095974,0.9754065731399966,MAX
0.61983974,0.2058719657841401,MIN
0.63627974,0.959785124739741,MAX
0.65539974,0.2135328894048477,MIN
0.67219974,0.9600456903544478,MAX
0.68675974,0.2148885578681744,MIN
0.71015974,0.929076692742893,MAX
0.74587974,0.2058338919033869,MIN
0.77747974,0.955395609452714,MAX
0.79235974,0.2148005354083155,MIN
0.80643974,0.9296859375159174,MAX
0.83779974,0.2633036843771122,MIN
0.88211974,1.0,MAX
0.90315973,0.2667887454666112,MIN
0.94127973,0.899432776905662,MAX
0.99135973,0.1959907685847507,MIN
0.99991973,0.3129523831953945,BP
1.00007973,0.2251755180340383,MIN
1.01363973,0.5772175440784988,MAX
1.02283973,0.1524537430893632,MIN
1.02947973,0.9847234013050664,MAX
1.03399973,0.1445322805268976,MIN
1.03795973,0.9847065462739298,MAX
1.04151973,0.1403165402487962,MIN
1.04491973,0.9895181848163266,MAX
1.04815973,0.1331063179192188,MIN
1.05111973,0.9843151604169608,MAX
1.05383973,0.1234216027240084,MIN
1.05655973,0.9834341998713928,MAX
1.05915973,0.1288281652377668,MIN
1.06163973,0.985553127450908,MAX
1.06407973,0.1289131140227354,MIN
1.06639973,0.9778987100681604,MAX
1.06859973,0.1243027455750799,MIN
1.07087973,0.96978508399174,MAX
1.07311973,0.1239889783397547,MIN
1.07519973,0.9559221969709212,MAX
1.07747973,0.1271376037666422,MIN
1.07955973,0.9448366002526783,MAX
1.08191973,0.127305326221505,MIN
1.08407973,0.94798806734935,MAX
1.08643973,0.1251728257766103,MIN
1.08883973,0.948679164354516,MAX
1.09115973,0.1225696131058343,MIN
1.09383973,0.938065263111724,MAX
1.09639973,0.1257710986820121,MIN
1.09919973,0.9389644428854946,MAX
1.10247973,0.1254046086519539,MIN
1.10595973,0.9278606296064982,MAX
1.10971973,0.125288327245,MIN
1.11455973,0.9279377808465356,MAX
1.12051973,0.124345622341493,MIN
1.13255973,0.9159730238066274,MAX
1.14459973,0.7198773998941902,BP
1.15547973,0.8496193343409086,MAX
1.16807973,0.0455320136893749,MIN
1.17683973,0.8537414130518052,MAX
1.18575973,0.0559429992352745,MIN
1.19635973,0.8729155946055445,MAX
1.20691973,0.0638954518813348,MIN
1.21755973,0.8954087932000327,MAX
1.22851973,0.069684701433464,MIN
1.24071973,0.9072700682733142,MAX
1.25299973,0.0750621402581762,MIN
1.26499973,0.9187198476949164,MAX
1.27683973,0.0772968255710697,MIN
1.28563973,0.9204887197081988,MAX
1.29375972,0.076328349275545,MIN
1.30103972,0.9342276183566088,MAX
1.30863972,0.0788260730845826,MIN
1.31607972,0.9367462802263232,MAX
1.32423972,0.0750943052486681,MIN
1.33259972,0.9373449967954276,MAX
1.34395972,0.0812846137212487,MIN
1.36259972,0.6345009980701998,BP
1.39463972,0.1512139778621217,MIN
1.41931972,1.0,MAX
1.45771972,0.6592300344101469,BP
1.48051972,0.8329223334133246,MAX
1.50491972,0.0,MIN
1.52431972,0.8830718776381288,MAX
1.54083972,0.0354576120648069,MIN
1.55539972,0.9044264765308102,MAX
1.57559972,0.0794785117696568,MIN
1.60983972,0.9493841445544188,MAX
1.64535972,0.0313613795812582,MIN
1.65631972,0.8857619596828932,MAX
1.69407971,0.0836786026669262,MIN
1.71747971,0.9254569052254488,MAX
1.74603971,0.058007267906527,MIN
1.75847971,0.9104826585741512,MAX
1.77455971,0.0804874370333526,MIN
1.81775971,0.7642287524653799,MAX
1.83779971,0.5458905095182917,MIN
1.85351971,0.9081345818721251,MAX
1.86739971,0.066970240073504,MIN
1.88331971,0.915579384807601,MAX
1.91439971,0.4132142980285033,BP
1.92603971,0.8622987000382556,MAX
1.93283971,0.0138216423322432,MIN
1.93779971,0.8631915006482819,MAX
1.94175971,0.0237262306245508,MIN
1.94531971,0.8753258553769897,MAX
1.94871971,0.0308269425009851,MIN
1.95183971,0.8813728912735475,MAX
1.95459971,0.0338817749993469,MIN
1.95727971,0.8867243019841574,MAX
1.95999971,0.0409591033133051,MIN
1.96239971,0.8935360563347606,MAX
1.96487971,0.0394978662118214,MIN
1.96735971,0.9023336963626838,MAX
1.96963971,0.0423261256038101,MIN
1.97191971,0.9043741382770633,MAX
1.97419971,0.0496523922837083,MIN
1.97627971,0.9044227624851648,MAX
1.97863971,0.0511671234325325,MIN
1.98075971,0.8967259274210334,MAX
1.98291971,0.0542496107781073,MIN
1.98511971,0.888765620607045,MAX
1.98723971,0.0635080819649775,MIN
1.98947971,0.88357876897753,MAX
1.99159971,0.0673233566335512,MIN
1.99399971,0.8963977929474756,MAX
1.99615971,0.063865314873191,MIN
1.99843971,0.901155412835112,MAX
2.00095971,0.04007031081071,MIN
2.00359971,0.8889694094061502,MAX
2.00639971,0.0443155833862848,MIN
2.00951971,0.8919151099624741,MAX
2.01287971,0.0469953648489431,MIN
2.01683971,0.8867756482720206,MAX
2.02119971,0.0530108905832469,MIN
2.02671971,0.8910138189498686,MAX
2.03551971,0.0622986510123239,MIN
2.05103971,0.5375966632673362,BP
2.07191971,0.1330970023606673,MIN
2.0831997,0.9675733085619048,MAX
2.0919597,0.1284148164613719,MIN
2.1012397,0.9685135055181412,MAX
2.1121597,0.1215880396071702,MIN
2.1261997,0.9697511727416492,MAX
2.1401197,0.1038437853712412,MIN
2.1532797,0.968325171668544,MAX
2.1667197,0.0958523385997854,MIN
2.1767597,0.970240180195009,MAX
2.1853197,0.090719770698156,MIN
2.1928797,0.9684051039345626,MAX
2.1997197,0.0878393296762372,MIN
2.2075597,0.9717651906459756,MAX
2.2153197,0.0860230832925212,MIN
2.2245197,0.9751515568387312,MAX
2.2352397,0.0836222078735362,MIN
2.2478397,0.976357089477632,MAX
2.2620397,0.0733083055774611,MIN
2.2753197,0.9686118512144338,MAX
2.2925997,0.4574428629804238,BP
2.3216397,0.8973858680072572,MAX
2.3510797,0.0200766103249906,BP
2.3652397,0.140261685356709,MAX
2.3705597,0.1076914607973643,MIN
2.3899997,1.0,MAX
2.4242797,0.0800630900481291,MIN
2.4430397,0.9614289808389316,MAX
2.4688797,0.0730222521267904,MIN
2.48655969,0.96035768047666,MAX
2.50355969,0.082654889915026,MIN
2.53191969,0.9498195621308732,MAX
2.55695969,0.0787766209804735,MIN
2.60259969,0.990365780675754,MAX
2.63891969,0.0626619869531917,MIN
2.65371969,0.9284027134242592,MAX
2.68043969,0.0983379396196233,MIN
2.73615969,0.9505831075008644,MAX
2.75423969,0.0805951002515154,MIN
2.76963969,0.9406586583641294,MAX
2.79411969,0.0608531101277499,MIN
2.81939969,0.9159481850254484,BP
2.85083969,0.0,MIN
2.85835969,0.8772070471915726,MAX
2.86315969,0.0188557864189816,MIN
2.86747969,0.8811444814686454,MAX
2.87123968,0.0228211152969111,MIN
2.87447968,0.8843237265792298,MAX
2.87755968,0.0221049536685314,MIN
2.88035968,0.8940574017541892,MAX
2.88307968,0.0269016375536005,MIN
2.88571968,0.8952162978858265,MAX
2.88827968,0.0306746797092764,MIN
2.89071968,0.8937763266121942,MAX
2.89311968,0.0284782271939787,MIN
2.89551968,0.8996268946133027,MAX
2.89779968,0.0322123031657376,MIN
2.89999968,0.8999963330564521,MAX
2.90239968,0.0378520433974031,MIN
2.90467968,0.8957403623655421,MAX
2.90687968,0.0379509801930516,MIN
2.90911968,0.88909988620753,MAX
2.91131968,0.0446297495587833,MIN
2.91367968,0.8843055924669423,MAX
2.91603968,0.0493996655673693,MIN
2.91823968,0.8751091303682751,MAX
2.92071968,0.0511277102484841,MIN
2.92331968,0.8806873879609448,MAX
2.92591968,0.0564319628702895,MIN
2.92863968,0.8859895883023573,MAX
2.93167968,0.0562880238958337,MIN
2.93487968,0.8788223845615933,MAX
2.93839968,0.0616139874137504,MIN
2.94283968,0.8708561503865803,MAX
2.94763968,0.0655257555883392,MIN
2.95403968,0.8697800536709703,MAX
2.96343968,0.0778907625830524,MIN
2.97607968,0.415273296323548,BP
2.99031968,0.1436784285639292,MIN
3.00351968,0.9374952387097176,MAX
3.01647968,0.130320662032876,MIN
3.03423968,0.933941626786968,MAX
3.04863968,0.1097190484916204,MIN
3.06127968,0.9387585676821067,MAX
3.07303968,0.0998603543531331,MIN
3.08403968,0.9428693281434836,MAX
3.09455968,0.0973146386209423,MIN
3.10571968,0.9346788752568912,MAX
3.11591968,0.0945491593793911,MIN
3.12591968,0.9396663950900752,MAX
3.13567968,0.0872564629765405,MIN
3.14435968,0.9424421621965404,MAX
3.15319968,0.0833096161241472,MIN
3.16155968,0.9475289943145332,MAX
3.17111968,0.0796707397572985,MIN
3.18499968,0.9408376737686376,MAX
3.20335968,0.0613707722296152,MIN
3.21775968,0.9272835813942928,BP
3.22779968,0.8328743651607088,MIN
3.23331968,0.8685312493070774,MAX
3.25199968,0.0,MIN
3.29187967,0.7601532414825812,BP
3.31423967,0.0020276662610551,MIN
3.33691967,0.879333597776074,MAX
3.36563967,0.0277733431339527,MIN
3.39743967,0.9085388587931108,MAX
3.41019967,0.0249871764286476,MIN
3.42123967,0.911971347382306,MAX
3.43367967,0.0457568914051823,MIN
3.48455967,0.9442583495850904,MAX
3.52103967,0.04326433195264,MIN
3.54123967,0.9300036670076612,MAX
3.56531967,0.2823889925208308,MIN
3.57031967,0.3106525941069036,MAX
3.58343967,0.0999293008969899,MIN
3.60011967,0.9789269511341668,MAX
3.63131967,0.1221457211766409,MIN
3.65151967,0.9988667813666232,MAX
3.68775966,0.1063060454264348,MIN
3.71211966,0.9965628487952932,MAX
3.73279966,0.101925022704686,BP
3.76547966,1.0,MAX
3.77519966,0.8662489242876097,MIN
3.78027966,0.9322424544106852,MAX
3.78999966,0.0360915867153547,MIN
3.79515966,0.9273940780409186,MAX
3.79923966,0.0395003387456311,MIN
3.80295966,0.9217318350665372,MAX
3.80611966,0.0475123730899356,MIN
3.80931966,0.9224354528150792,MAX
3.81211966,0.0474452718194693,MIN
3.81483966,0.9213240162003468,MAX
3.81747966,0.0465960792752863,MIN
3.81995966,0.9333654366253912,MAX
3.82235966,0.0475082045610046,MIN
3.82471966,0.9337859699891662,MAX
3.82699966,0.0471673614820028,MIN
3.82935966,0.9341988210471236,MAX
3.83147966,0.0493547003875333,MIN
3.83371966,0.9324941937080522,MAX
3.83583966,0.0492136455210592,MIN
3.83811966,0.932352333266882,MAX
3.84007966,0.0568380964520566,MIN
3.84231966,0.927073042733868,MAX
3.84435966,0.0594939622865518,MIN
3.84655966,0.92643303820595,MAX
3.84863966,0.0606882214094169,MIN
3.85099966,0.9146745836144624,MAX
3.85307966,0.0638793636961051,MIN
3.85539966,0.91295024392731,MAX
3.85779966,0.0704188921778707,MIN
3.86035966,0.9133390690379558,MAX
3.86307966,0.0671952867077963,MIN
3.86599966,0.9129802506005316,MAX
3.86915966,0.0706734470744295,MIN
3.87283966,0.9017321379281074,MAX
3.87703966,0.0770343918955552,MIN
3.88219966,0.8962329572455691,MAX
3.88923966,0.0844625352940785,MIN
3.90411966,0.8812746813007166,BP
3.93323966,0.0260543411780576,MIN
3.94151966,0.8430330942569202,MAX
3.94895966,0.0328354074913957,MIN
3.95763966,0.87348593086098,MAX
3.97011966,0.0442508987855028,MIN
3.98487966,0.9023428106873082,MAX
3.99607966,0.0543898052174679,MIN
4.00795966,0.8445420748231172,MAX
4.02059966,0.0778163001051016,MIN
4.03167966,0.8566173539233899,MAX
4.04187966,0.0769941536309299,MIN
4.04919966,0.8575384556939449,MAX
4.05635966,0.0801441260572069,MIN
4.06243965,0.8654211343479585,MAX
4.06955965,0.0790582579545557,MIN
4.07719965,0.8683516902254671,MAX
4.08547965,0.0820542098213255,MIN
4.09499965,0.8637842609754971,MAX
4.10435965,0.083154268213987,MIN
4.11623965,0.8577513568049892,MAX
4.13687965,0.1631110848228814,BP
4.17735965,0.8423743338191061,MAX
4.20051965,0.0799832137388197,MIN
4.21635965,0.2503660589839431,BP
4.22895965,0.1610674313869967,MIN
4.25359965,0.9159354773330702,MAX
4.28831965,0.0914360619828843,MIN
4.31191965,0.8594585590545247,MAX
4.32951965,0.0665409314697423,MIN
4.34275965,0.8480925939334946,MAX
4.35707965,0.0714245681240747,MIN
4.39735965,0.8938179985563756,MAX
4.41355965,0.0979739134334961,MIN
4.42891965,0.8796372246046226,MAX
4.45479964,0.0801759926461427,MIN
4.47655964,0.8566324548344926,MAX
4.51647964,0.0,MIN
4.54839964,0.7934411765544417,MAX
4.61367964,0.0552362818457705,MIN
4.63955964,0.8816649841354316,MAX
4.66403964,0.06952433389638,MIN
4.67455964,0.263444420575975,BP
4.68139964,0.1424475986284168,MIN
4.68939964,0.9625173835640972,MAX
4.69475964,0.1550342745127541,MIN
4.69911964,0.9564111755467004,MAX
4.70267964,0.1620060340013478,MIN
4.70583964,0.9592377180612516,MAX
4.70859964,0.1658368484201112,MIN
4.71123964,0.949971547127979,MAX
4.71379964,0.1653298268162876,MIN
4.71623964,0.9530819829602162,MAX
4.71851964,0.1680973829900508,MIN
4.72087964,0.9532627058725192,MAX
4.72299964,0.1686342528992152,MIN
4.72539964,0.9612630455322204,MAX
4.72767964,0.1702089698160369,MIN
4.72987964,0.9608698641533204,MAX
4.73223964,0.1684377524270184,MIN
4.73455964,0.9643018058714944,MAX
4.73683964,0.1727548374921405,MIN
4.73915964,0.9662661501327424,MAX
4.74143964,0.1679598006658314,MIN
4.74383964,0.9631741544472702,MAX
4.74619964,0.1800824984340084,MIN
4.74871964,0.9556739650934276,MAX
4.75115964,0.1857387706867613,MIN
4.75383964,0.9583714349652328,MAX
4.75639964,0.1840356490592541,MIN
4.75935964,0.9486282373562984,MAX
4.76247964,0.1944481964211775,MIN
4.76595964,0.956502402771724,MAX
4.76967964,0.192524412806301,MIN
4.77427964,0.9661351107062808,MAX
4.78075964,0.1934633301424894,MIN
4.79511964,0.964672730114688,BP
4.82503964,0.1496287695262178,MIN
4.83711964,0.9364555194393934,MAX
4.84815964,0.1745914559706463,MIN
4.86023963,0.9554233733815658,MAX
4.87083963,0.1905759884272831,MIN
4.88103963,0.9744855034781847,MAX
4.89155963,0.2031330291499711,MIN
4.90119963,0.9814787863744824,MAX
4.91227963,0.2135701730351188,MIN
4.92343963,1.0,MAX
4.93207963,0.2133698664849767,MIN
4.93951963,0.9997963603912736,MAX
4.94547963,0.2126443487751657,MIN
4.95163963,0.9890890976787476,MAX
4.95895963,0.2171303596644742,MIN
4.96967963,0.9919643769721176,MAX
4.98263963,0.2151861432261221,MIN
4.99507963,0.9864858192620478,MAX
5.00995963,0.1033115637177602,MIN
5.02835963,0.4304596220239435,BP
5.04807963,0.1435949116854032,MIN
5.08255963,0.7454358986604482,MAX
5.10159963,0.2416476968343777,BP
5.11799963,0.6874811910898891,MAX
5.15323963,0.0701596479273841,MIN
5.17991963,0.6944889599390676,MAX
5.19839963,0.140089176281601,MIN
5.20779963,0.1750588669380381,MAX
5.21951963,0.0642146192207298,MIN
5.23563963,0.6801333606080198,MAX
5.25239962,0.0315773067950284,MIN
5.27151962,0.6537142176757783,MAX
5.29191962,0.0,MIN
5.30879962,0.6422512361444732,MAX
5.32395962,0.4783870065566799,MIN
5.33543962,0.5253528807608611,MAX
5.36399962,5.5051822669153223e-05,MIN
